customer_care_calls,customer_rating,prior_purchases,discount_offered,weight_in_gms,warehouse_block,mode_of_shipment,product_importance,gender,delivery_status,weight_category
2,5,2,10,5718,C,flight,low,male,on_time,High
5,4,2,7,5292,C,ship,low,male,late,High
5,5,2,53,1088,C,ship,medium,male,on_time,Low
7,4,4,1,1817,F,ship,medium,male,on_time,Low
3,1,4,61,1844,A,ship,low,male,on_time,Low
4,3,3,7,4799,C,ship,high,female,on_time,High
3,1,2,3,4184,F,ship,medium,female,late,High
5,2,3,7,5496,A,ship,low,male,late,High
4,2,4,10,3370,A,ship,low,female,on_time,Low
3,1,3,9,4404,A,flight,low,male,late,High
4,3,2,2,5210,B,ship,low,male,late,High
4,5,3,48,1922,D,ship,low,female,on_time,Low
6,5,5,37,3236,F,ship,high,male,on_time,Low
5,1,5,9,1694,B,ship,low,male,on_time,Low
5,4,3,6,4275,F,flight,low,male,on_time,High
2,3,2,6,1996,C,ship,medium,female,late,Low
2,2,3,38,7846,F,ship,medium,male,on_time,High
5,3,2,21,2053,F,ship,medium,female,on_time,Low
4,4,6,10,4361,A,flight,medium,female,on_time,High
5,4,3,1,4030,F,road,medium,female,late,High
4,1,3,43,2643,A,ship,low,female,on_time,Low
2,1,4,6,4800,B,flight,low,male,late,High
6,1,4,6,1611,C,road,medium,female,late,Low
4,3,4,38,1599,D,ship,medium,female,on_time,Low
3,4,6,2,5584,C,ship,low,male,late,High
4,4,10,7,4598,F,ship,medium,female,late,High
3,5,5,50,2848,F,ship,low,female,on_time,Low
7,4,4,6,1800,B,ship,low,male,late,Low
4,3,3,3,5495,D,road,low,female,on_time,High
3,4,2,52,3340,C,road,medium,female,on_time,Low
4,1,3,64,2406,D,road,medium,female,on_time,Low
3,5,4,7,4520,F,road,low,male,late,High
4,3,4,4,1021,B,ship,low,female,late,Low
3,2,3,3,5529,C,ship,low,male,late,High
3,5,2,62,3015,D,ship,medium,female,on_time,Low
5,5,10,61,2206,F,ship,medium,female,on_time,Low
2,1,3,9,5075,B,ship,medium,male,late,High
3,4,3,8,3710,B,ship,medium,male,on_time,High
3,1,2,62,1909,F,road,medium,male,on_time,Low
4,4,10,12,1583,D,ship,high,male,on_time,Low
4,4,6,4,1044,C,ship,low,female,late,Low
5,5,5,2,1817,F,ship,medium,male,late,Low
3,5,2,17,2205,B,ship,medium,male,on_time,Low
6,4,4,10,1248,F,ship,medium,male,late,Low
4,5,2,2,5150,C,road,low,male,on_time,High
5,4,3,6,5102,C,ship,medium,female,late,High
5,4,5,2,5324,A,ship,medium,male,late,High
5,1,3,8,5694,A,ship,medium,female,late,High
4,5,6,7,4709,F,road,medium,female,late,High
6,5,4,7,1099,F,flight,low,female,on_time,Low
4,2,3,62,1944,A,ship,low,male,on_time,Low
4,2,3,4,5122,F,ship,medium,female,on_time,High
6,3,3,3,5062,F,ship,medium,female,late,High
5,2,6,5,1981,D,ship,low,female,on_time,Low
5,5,7,6,5139,F,ship,medium,male,late,High
5,5,3,56,3482,A,ship,medium,female,on_time,Low
6,5,4,3,1958,B,flight,low,female,late,Low
5,5,2,6,3936,F,ship,low,female,on_time,High
4,4,2,9,5306,F,ship,medium,female,on_time,High
5,5,3,9,5972,A,ship,medium,female,late,High
4,1,3,3,4179,F,flight,medium,male,late,High
5,3,2,6,1965,F,ship,medium,male,on_time,Low
6,3,4,3,1824,F,ship,low,male,late,Low
3,1,3,43,3277,D,ship,low,female,on_time,Low
4,4,4,56,2646,A,ship,high,female,on_time,Low
4,3,2,26,1598,D,ship,low,male,on_time,Low
5,3,2,3,4440,D,ship,medium,male,late,High
3,4,2,43,1198,C,ship,medium,male,on_time,Low
6,3,3,39,2518,B,ship,low,female,on_time,Low
4,1,3,23,3652,B,flight,medium,female,on_time,High
5,1,5,1,1619,D,ship,medium,male,late,Low
4,1,7,37,2955,D,ship,medium,male,on_time,Low
2,1,8,5,4924,F,ship,medium,female,late,High
4,5,3,65,3984,D,ship,low,male,on_time,High
3,2,4,57,1220,F,ship,medium,male,on_time,Low
4,3,3,7,4834,A,flight,low,female,on_time,High
3,5,3,1,4636,A,ship,low,male,on_time,High
7,3,4,5,1866,B,ship,low,female,on_time,Low
4,1,2,7,4597,D,flight,low,male,late,High
6,2,4,1,1668,F,ship,medium,male,late,Low
5,1,5,9,1852,F,flight,low,female,late,Low
5,1,4,6,4253,A,ship,low,male,on_time,High
3,2,6,1,4856,F,ship,medium,female,late,High
4,5,3,40,3516,D,road,medium,male,on_time,Low
5,3,6,10,1078,B,ship,low,female,on_time,Low
3,3,3,1,5709,D,road,medium,male,late,High
2,5,3,2,5098,C,road,medium,female,late,High
3,2,10,2,5455,B,flight,high,male,late,High
2,3,4,44,3134,C,ship,low,male,on_time,Low
4,5,2,21,3830,D,flight,medium,female,on_time,High
3,4,2,8,4972,F,ship,medium,female,late,High
5,2,5,5,5167,B,ship,low,female,late,High
6,2,2,7,5415,F,ship,medium,female,late,High
4,2,2,5,4467,D,ship,medium,male,on_time,High
2,1,3,34,2199,F,ship,medium,male,on_time,Low
5,4,3,7,5738,B,ship,medium,male,late,High
4,3,5,6,4145,D,ship,high,female,late,High
3,1,2,4,1297,F,ship,low,female,on_time,Low
7,1,4,4,1371,C,ship,low,male,on_time,Low
5,1,3,27,1905,F,ship,low,female,on_time,Low
2,1,4,1,4097,F,ship,low,male,on_time,High
5,3,6,3,1441,C,road,medium,male,late,Low
4,2,5,36,3836,F,road,medium,male,on_time,High
2,1,2,9,4449,A,ship,high,female,on_time,High
4,3,3,7,4104,F,road,medium,male,on_time,High
5,4,8,4,5155,B,road,medium,female,on_time,High
3,3,5,8,5762,C,ship,medium,male,on_time,High
4,5,4,9,5057,D,ship,medium,male,late,High
6,2,4,9,1567,B,ship,low,female,late,Low
5,4,3,3,4225,D,road,medium,male,late,High
4,2,5,1,1200,C,ship,low,male,late,Low
3,4,2,62,2849,B,ship,low,female,on_time,Low
4,2,2,7,5746,C,flight,low,male,on_time,High
5,5,6,5,1382,A,ship,low,male,on_time,Low
2,3,2,28,1624,A,ship,medium,female,on_time,Low
4,5,10,5,3910,A,road,medium,female,on_time,High
5,4,5,1,1778,B,flight,low,female,on_time,Low
4,3,3,6,4563,C,ship,medium,female,late,High
3,5,2,46,2728,C,ship,low,male,on_time,Low
4,5,3,5,3718,A,road,medium,male,on_time,High
3,4,3,15,1354,D,ship,high,female,on_time,Low
5,5,5,1,1352,F,ship,low,female,on_time,Low
3,5,3,8,4557,D,flight,medium,female,on_time,High
3,4,8,10,4070,D,ship,high,female,late,High
5,3,3,3,4885,A,ship,low,female,on_time,High
4,5,3,4,4632,D,road,low,male,late,High
4,5,3,5,5734,D,road,low,female,on_time,High
6,3,4,9,1618,B,ship,low,male,late,Low
5,2,4,5,3357,D,ship,high,female,on_time,Low
3,2,3,3,5232,F,ship,medium,female,late,High
4,3,2,43,2200,B,flight,medium,male,on_time,Low
4,1,3,6,5836,F,road,low,male,late,High
3,1,3,5,3251,F,ship,high,male,on_time,Low
4,2,5,2,1494,A,flight,medium,male,late,Low
3,2,3,4,1910,F,ship,medium,female,on_time,Low
2,4,4,13,2309,B,flight,medium,male,on_time,Low
4,3,6,2,4246,F,road,medium,male,late,High
5,5,5,4,1454,F,ship,low,male,late,Low
4,5,4,8,5900,B,ship,medium,male,on_time,High
3,5,2,9,5614,D,ship,medium,female,on_time,High
3,1,4,8,5971,D,ship,medium,female,late,High
3,5,3,2,4976,D,ship,low,male,on_time,High
3,1,5,41,1249,B,road,medium,female,on_time,Low
5,4,5,7,1017,C,ship,medium,female,late,Low
5,4,3,43,3658,A,road,low,female,on_time,High
4,5,5,5,1608,B,ship,low,female,on_time,Low
7,3,4,9,1235,D,flight,low,female,late,Low
3,4,3,5,4310,F,flight,medium,female,on_time,High
5,4,5,6,4417,B,road,medium,female,on_time,High
3,5,2,39,2197,F,flight,low,female,on_time,Low
4,4,2,4,5984,D,road,low,female,late,High
3,1,6,7,4805,B,flight,medium,female,late,High
5,4,5,4,1771,C,flight,medium,female,on_time,Low
2,2,3,35,1547,B,road,medium,male,on_time,Low
4,3,3,1,4900,F,ship,medium,male,late,High
3,5,3,12,3817,F,road,medium,female,on_time,High
4,3,2,4,5622,F,ship,low,female,on_time,High
4,3,7,5,5920,F,ship,medium,male,on_time,High
5,1,4,3,4610,D,flight,low,male,on_time,High
5,5,4,8,5029,A,ship,low,male,late,High
4,5,2,2,4657,F,ship,high,female,late,High
3,4,2,6,5030,D,ship,medium,female,late,High
3,3,3,10,5284,C,ship,low,female,on_time,High
4,1,2,22,1698,F,ship,low,female,on_time,Low
3,4,10,1,5363,D,ship,medium,male,late,High
7,1,4,9,1876,D,flight,low,male,late,Low
2,5,3,62,1596,F,ship,low,female,on_time,Low
6,2,5,3,1844,F,ship,medium,male,on_time,Low
3,1,2,7,5560,C,flight,medium,male,late,High
5,2,5,9,1165,B,ship,medium,female,late,Low
4,3,4,5,4507,A,ship,low,female,on_time,High
3,3,2,8,5021,D,ship,high,female,late,High
3,1,2,2,5322,A,ship,medium,female,late,High
3,1,3,4,4631,A,road,medium,male,late,High
3,2,3,7,5838,D,ship,medium,male,late,High
3,2,2,8,4562,F,flight,high,male,on_time,High
2,3,4,9,5390,B,ship,medium,male,late,High
4,1,2,48,1993,B,ship,low,male,on_time,Low
5,5,2,4,5342,F,road,low,female,late,High
5,1,5,9,1856,F,ship,high,female,on_time,Low
4,4,3,5,4641,B,ship,medium,female,late,High
4,1,2,6,5266,B,ship,low,male,late,High
3,1,2,5,4456,F,ship,low,female,on_time,High
4,3,4,10,1767,F,flight,medium,male,on_time,Low
4,1,2,1,5025,F,ship,medium,male,on_time,High
3,3,2,17,3153,D,ship,high,male,on_time,Low
5,5,5,2,4426,C,ship,low,female,late,High
7,2,5,6,1744,F,ship,low,male,on_time,Low
5,2,3,50,1486,F,ship,low,female,on_time,Low
4,2,2,4,4348,F,ship,medium,male,on_time,High
4,5,3,6,4557,B,ship,low,female,late,High
5,5,3,32,1798,F,road,medium,female,on_time,Low
4,4,3,9,5644,A,ship,high,female,on_time,High
3,4,2,6,5951,C,road,medium,male,late,High
4,1,2,4,4501,F,ship,medium,female,late,High
2,3,3,4,5524,D,ship,low,male,late,High
4,2,3,3,5967,A,ship,low,female,late,High
4,4,4,4,5203,F,ship,medium,male,on_time,High
3,3,2,57,1096,C,ship,low,female,on_time,Low
3,2,3,1,4918,D,ship,medium,male,on_time,High
5,2,4,43,1479,B,ship,medium,male,on_time,Low
4,3,3,2,5358,B,road,high,male,late,High
5,2,3,21,2600,F,flight,high,male,on_time,Low
3,3,5,6,4524,D,ship,low,female,late,High
3,3,6,5,5366,F,ship,medium,female,on_time,High
5,3,10,4,4409,A,road,medium,male,on_time,High
3,2,2,1,4242,F,ship,high,male,late,High
4,3,5,5,1841,D,ship,medium,male,on_time,Low
4,4,3,61,2484,C,flight,medium,female,on_time,Low
6,2,6,4,4591,C,road,low,female,on_time,High
3,2,3,43,3339,D,flight,medium,male,on_time,Low
5,3,5,3,1398,F,ship,medium,female,late,Low
4,3,3,2,5330,D,ship,medium,female,on_time,High
5,5,2,8,4283,F,flight,medium,male,late,High
5,2,4,9,5539,F,road,medium,female,late,High
4,3,4,7,4203,C,ship,medium,male,on_time,High
3,1,2,56,1300,F,ship,medium,female,on_time,Low
4,3,3,4,4962,B,ship,low,female,on_time,High
3,4,2,2,4975,B,ship,low,male,on_time,High
5,4,6,35,1082,D,ship,medium,male,on_time,Low
4,5,2,2,5724,D,ship,low,male,on_time,High
3,1,2,10,4390,C,ship,medium,female,on_time,High
5,2,5,10,5111,F,ship,low,male,late,High
4,1,8,4,4295,B,ship,medium,male,late,High
6,5,4,8,1755,D,ship,medium,male,late,Low
4,2,2,3,5876,C,ship,high,female,on_time,High
5,3,4,1,5119,C,ship,medium,male,late,High
5,5,5,6,4463,B,ship,low,female,late,High
3,1,3,13,1861,B,flight,high,female,on_time,Low
4,3,2,2,4522,A,road,low,female,late,High
6,2,3,3,1904,A,ship,low,male,on_time,Low
3,3,3,6,4654,B,ship,low,male,late,High
3,3,2,39,2449,D,flight,medium,female,on_time,Low
5,5,3,6,4423,C,ship,low,male,on_time,High
6,3,5,6,1184,F,road,medium,female,late,Low
4,3,2,2,4701,F,ship,medium,male,on_time,High
3,4,2,15,2281,C,ship,low,female,on_time,Low
3,3,3,61,2123,F,ship,low,female,on_time,Low
3,5,2,17,1422,D,ship,low,male,on_time,Low
3,4,6,10,4579,B,ship,medium,female,on_time,High
3,4,6,27,2249,C,ship,low,female,on_time,Low
5,5,5,2,1975,D,ship,medium,male,on_time,Low
3,4,2,15,3287,A,flight,low,male,on_time,Low
5,1,3,40,1062,F,flight,low,male,on_time,Low
6,5,6,28,1216,C,ship,high,female,on_time,Low
3,5,10,41,3015,F,ship,medium,male,on_time,Low
3,4,3,22,3593,B,flight,medium,female,on_time,Low
4,5,2,3,4724,D,ship,low,male,on_time,High
2,1,2,7,4721,F,ship,low,male,late,High
3,3,3,1,4769,C,ship,low,male,late,High
2,3,5,29,1254,B,ship,low,male,on_time,Low
6,4,4,7,1795,D,road,medium,male,late,Low
5,2,3,22,2935,A,flight,low,female,on_time,Low
5,5,3,8,3257,D,road,medium,female,on_time,Low
3,4,2,5,4574,F,ship,medium,male,late,High
4,2,5,45,2383,B,ship,low,female,on_time,Low
4,5,2,6,4660,F,ship,low,female,on_time,High
4,3,3,37,3436,D,ship,low,female,on_time,Low
6,3,6,5,4352,F,ship,high,female,on_time,High
3,4,3,49,3441,F,ship,medium,female,on_time,Low
5,2,2,9,5672,F,ship,medium,female,late,High
4,4,5,10,4356,F,ship,medium,male,late,High
2,4,5,7,5541,D,ship,medium,female,late,High
4,2,3,8,4390,B,ship,medium,male,on_time,High
6,5,4,3,1624,F,ship,low,male,on_time,Low
5,4,3,6,4157,A,ship,high,male,late,High
3,1,2,1,2597,F,ship,high,female,on_time,Low
5,4,3,10,4025,D,ship,medium,male,on_time,High
6,1,4,2,1592,D,ship,medium,male,late,Low
3,3,3,5,5937,F,ship,low,male,late,High
4,5,3,2,4867,A,ship,medium,female,late,High
5,5,4,5,5987,A,ship,low,female,on_time,High
2,3,3,4,5127,B,ship,low,female,late,High
4,5,2,10,4366,B,ship,medium,male,on_time,High
4,3,2,9,4145,D,ship,low,male,late,High
5,2,2,1,5112,B,ship,high,female,late,High
3,4,2,5,4660,D,ship,low,female,on_time,High
3,4,2,52,2078,F,ship,medium,female,on_time,Low
6,1,4,4,1263,C,flight,low,female,on_time,Low
4,3,4,10,4291,B,ship,low,female,on_time,High
3,1,4,59,3838,D,ship,high,male,on_time,High
3,3,4,2,4921,A,ship,high,female,on_time,High
4,3,4,5,4660,F,ship,medium,female,late,High
3,5,6,8,5791,C,ship,low,female,on_time,High
2,3,3,48,1801,A,ship,low,female,on_time,Low
4,3,5,3,1639,C,ship,medium,male,late,Low
4,3,3,6,4964,B,road,medium,male,late,High
3,2,3,3,4563,B,ship,high,male,on_time,High
4,5,3,38,1146,D,ship,low,male,on_time,Low
4,4,3,10,4262,F,ship,medium,female,late,High
3,2,3,54,3001,F,ship,medium,male,on_time,Low
6,1,4,22,3537,F,road,high,female,on_time,Low
6,3,4,8,1547,A,flight,medium,female,late,Low
3,4,3,9,4111,F,ship,medium,male,late,High
4,1,2,6,5719,F,ship,low,female,on_time,High
7,2,4,4,1321,F,flight,high,male,late,Low
3,4,3,5,4077,F,flight,low,female,late,High
7,1,4,4,1151,B,road,low,female,late,Low
5,5,3,10,2280,C,road,low,male,on_time,Low
4,4,3,5,4812,C,ship,medium,male,late,High
6,5,4,3,1440,F,ship,medium,female,on_time,Low
6,4,4,5,4262,C,road,medium,female,late,High
4,2,2,10,4028,B,flight,low,female,late,High
6,5,4,62,2400,F,ship,medium,male,on_time,Low
4,4,3,4,5236,F,ship,medium,female,late,High
5,5,4,10,1200,F,ship,high,male,on_time,Low
3,4,2,48,1706,C,ship,low,male,on_time,Low
4,4,4,59,2358,B,ship,medium,female,on_time,Low
6,1,4,10,1960,C,ship,low,male,late,Low
4,1,3,5,4382,C,ship,medium,female,late,High
3,4,2,1,4742,A,ship,low,male,late,High
5,5,5,4,4627,B,ship,medium,female,late,High
4,2,2,10,4061,A,ship,high,female,on_time,High
5,2,4,7,4883,C,flight,low,female,late,High
3,3,2,21,3342,C,ship,low,male,on_time,Low
3,3,3,64,1630,C,ship,low,male,on_time,Low
4,3,7,1,5315,B,ship,medium,female,late,High
5,4,5,5,1861,F,ship,medium,male,late,Low
4,2,4,5,5469,F,ship,medium,female,late,High
4,3,4,5,5593,D,ship,medium,male,late,High
3,3,10,7,4423,C,ship,low,female,late,High
4,4,2,6,5101,A,ship,medium,female,on_time,High
3,1,2,10,5379,B,ship,low,male,on_time,High
3,3,4,10,1690,F,road,low,male,on_time,Low
3,1,10,10,5473,F,road,medium,male,late,High
6,3,4,8,1884,A,ship,medium,female,late,Low
4,5,3,16,3722,F,ship,medium,male,on_time,High
4,1,4,10,4570,D,ship,high,male,on_time,High
3,4,6,1,4543,A,ship,medium,male,on_time,High
5,3,3,6,4934,D,road,low,male,on_time,High
3,2,3,46,3642,D,ship,low,male,on_time,High
2,2,5,7,4138,D,ship,low,male,on_time,High
5,4,4,8,4116,B,ship,medium,female,late,High
2,4,5,2,4303,C,ship,medium,female,on_time,High
5,4,6,3,1700,F,road,low,male,late,Low
6,3,4,3,1291,F,ship,low,female,late,Low
5,3,2,4,3757,B,ship,low,male,on_time,High
3,1,6,59,3375,A,ship,medium,female,on_time,Low
3,1,6,5,5339,C,ship,low,male,late,High
5,2,4,48,1068,A,ship,medium,male,on_time,Low
5,5,4,5,5749,D,flight,low,male,late,High
3,2,4,10,5163,F,ship,low,female,late,High
2,3,3,22,1024,F,ship,medium,male,on_time,Low
3,4,3,1,5040,F,flight,low,male,on_time,High
6,4,5,8,4388,B,ship,medium,female,late,High
5,5,5,5,1742,F,flight,low,male,late,Low
4,4,5,9,1869,D,ship,medium,female,on_time,Low
3,4,3,3,2371,D,flight,low,female,on_time,Low
4,2,5,2,1195,A,ship,low,male,late,Low
3,4,2,37,1080,B,road,medium,female,on_time,Low
5,1,5,8,1382,F,ship,medium,male,on_time,Low
3,3,2,9,1177,B,ship,low,male,on_time,Low
5,1,3,5,5663,F,road,medium,female,late,High
5,4,3,1,5011,A,ship,low,female,late,High
3,4,4,8,4780,D,ship,medium,female,late,High
4,2,4,10,5322,D,ship,low,female,late,High
3,4,2,5,5513,D,ship,high,female,late,High
4,4,2,8,4672,F,road,medium,female,late,High
4,3,3,10,5434,D,ship,medium,female,late,High
3,4,10,4,5456,D,flight,medium,female,on_time,High
2,2,4,9,4184,F,ship,high,male,on_time,High
5,5,2,10,5794,A,ship,low,male,late,High
5,5,2,5,4250,D,road,medium,male,late,High
4,2,3,9,5296,F,flight,low,female,on_time,High
4,5,4,10,4004,B,ship,medium,female,late,High
3,5,3,49,1333,A,ship,low,female,on_time,Low
5,1,4,64,3231,A,ship,high,female,on_time,Low
4,2,3,6,5691,C,ship,low,female,on_time,High
4,5,4,4,5736,B,ship,low,female,late,High
3,1,3,40,3536,C,road,medium,female,on_time,Low
3,1,2,51,2719,D,ship,low,male,on_time,Low
5,3,3,4,4969,F,ship,low,male,on_time,High
3,4,3,8,4410,D,ship,medium,male,late,High
4,5,2,3,5546,B,ship,low,male,late,High
3,1,2,6,5267,A,ship,medium,female,late,High
4,2,3,3,5549,A,ship,low,male,on_time,High
2,3,3,24,7588,F,ship,medium,female,on_time,High
3,2,2,29,1690,D,ship,medium,female,on_time,Low
3,3,4,9,5631,D,flight,low,female,on_time,High
2,1,2,4,4992,F,ship,low,female,late,High
4,2,5,7,1134,A,road,medium,male,on_time,Low
6,5,4,5,1264,A,ship,low,male,on_time,Low
4,5,2,36,2497,C,ship,medium,female,on_time,Low
3,3,3,8,5929,B,ship,medium,female,late,High
5,3,3,8,5131,F,road,low,female,late,High
5,2,5,6,1002,F,road,medium,male,late,Low
4,5,3,32,3723,F,road,medium,female,on_time,High
5,4,4,10,5156,D,ship,low,male,late,High
4,4,3,58,2522,C,ship,low,female,on_time,Low
4,4,6,3,5459,A,road,medium,female,late,High
5,3,3,62,1304,D,flight,medium,male,on_time,Low
4,1,3,55,2686,F,road,medium,male,on_time,Low
2,5,3,30,1030,B,ship,low,female,on_time,Low
3,1,3,2,4746,F,ship,low,male,on_time,High
3,3,2,8,4593,C,ship,high,female,on_time,High
6,2,4,6,5264,F,ship,low,male,late,High
5,5,2,7,5712,F,ship,medium,male,on_time,High
2,1,2,6,4382,B,flight,medium,female,on_time,High
3,3,3,3,4405,A,flight,low,male,late,High
5,5,3,9,1691,F,road,low,female,on_time,Low
2,4,3,7,5736,F,flight,medium,male,late,High
5,4,3,8,5468,F,flight,low,female,on_time,High
3,1,2,10,5932,A,flight,low,female,on_time,High
4,5,2,51,2820,F,ship,medium,male,on_time,Low
4,3,5,2,5751,C,flight,low,male,on_time,High
2,3,4,3,5079,D,ship,low,male,late,High
3,5,2,2,4193,B,ship,medium,female,late,High
3,1,2,10,5064,F,road,low,female,on_time,High
4,2,2,37,2563,C,ship,medium,male,on_time,Low
4,1,4,15,1391,F,ship,high,male,on_time,Low
5,1,3,7,5342,B,ship,low,male,late,High
6,3,4,5,1397,D,ship,medium,male,late,Low
5,3,3,2,5986,A,road,medium,female,on_time,High
3,3,2,2,5512,B,ship,medium,male,late,High
4,3,5,5,1395,D,ship,low,male,late,Low
4,5,2,10,4706,D,ship,low,male,on_time,High
4,1,3,5,5989,F,ship,high,female,late,High
5,5,3,5,5045,F,ship,low,female,late,High
2,1,3,7,4999,C,ship,high,female,late,High
4,3,2,7,4032,F,ship,high,male,on_time,High
4,1,3,10,4172,D,ship,low,female,late,High
4,5,4,5,5264,C,ship,medium,female,late,High
4,5,2,59,2239,A,ship,medium,male,on_time,Low
3,1,2,6,4897,F,road,low,male,on_time,High
4,5,2,10,5067,A,flight,low,female,late,High
4,5,5,7,1225,F,ship,low,male,late,Low
3,5,3,9,4892,D,ship,high,male,on_time,High
5,4,2,6,4535,C,ship,low,female,late,High
4,3,6,8,4525,A,ship,high,male,late,High
5,5,4,9,1551,B,ship,low,female,late,Low
4,4,5,8,4233,D,ship,low,female,on_time,High
6,1,5,10,1787,D,ship,low,female,late,Low
3,2,3,3,5807,B,flight,medium,male,late,High
5,1,2,31,3454,B,ship,medium,male,on_time,Low
3,3,2,1,5244,A,ship,low,male,late,High
3,2,10,1,5721,D,ship,low,male,on_time,High
3,2,2,3,5099,B,road,low,female,on_time,High
5,4,5,2,1178,A,ship,low,female,on_time,Low
4,5,3,7,4363,C,ship,low,female,late,High
5,4,3,5,5907,A,flight,high,female,on_time,High
3,2,5,12,3054,D,flight,medium,female,on_time,Low
7,5,4,7,1364,C,ship,low,female,late,Low
5,5,4,5,4562,B,ship,high,female,late,High
6,2,3,7,5219,D,ship,medium,female,on_time,High
4,4,4,8,5219,D,ship,low,female,on_time,High
6,3,4,2,5917,F,ship,medium,male,on_time,High
4,3,3,52,1199,F,road,low,female,on_time,Low
4,1,3,5,4120,B,ship,medium,female,on_time,High
4,4,3,9,5350,D,ship,medium,female,on_time,High
4,4,3,8,4223,B,ship,low,female,on_time,High
5,2,3,15,2153,F,ship,medium,female,on_time,Low
5,1,3,5,4392,B,ship,medium,female,late,High
4,1,2,5,5647,A,ship,medium,female,late,High
5,1,5,2,1812,F,road,low,male,late,Low
3,5,3,3,1273,A,flight,low,male,on_time,Low
4,5,5,7,1070,A,road,medium,female,on_time,Low
4,3,4,7,4024,D,ship,medium,male,on_time,High
2,4,4,7,4743,A,road,low,female,on_time,High
3,3,5,8,2182,D,ship,low,male,on_time,Low
4,5,3,23,1695,B,road,low,female,on_time,Low
4,3,2,64,1910,D,ship,medium,female,on_time,Low
5,5,10,2,5890,F,ship,high,female,late,High
6,1,5,10,1304,A,road,low,female,on_time,Low
5,4,6,7,5509,B,ship,high,male,on_time,High
3,1,3,1,4872,D,ship,medium,male,late,High
4,5,7,1,4357,D,ship,medium,female,late,High
4,4,4,45,3234,F,ship,low,male,on_time,Low
6,5,4,7,1461,F,road,medium,male,on_time,Low
6,5,4,4,1202,F,ship,low,male,late,Low
3,1,2,1,5749,D,ship,low,male,late,High
3,3,2,3,4527,F,flight,medium,male,late,High
3,1,2,52,1125,B,ship,low,female,on_time,Low
3,2,3,5,5995,A,ship,medium,male,on_time,High
3,2,10,9,4483,B,road,medium,male,late,High
6,4,4,1,1384,C,ship,medium,male,on_time,Low
4,2,6,4,1644,D,ship,medium,female,late,Low
5,1,8,6,5888,F,flight,low,female,on_time,High
3,5,3,2,3417,F,ship,low,male,on_time,Low
4,5,2,3,5394,B,ship,low,male,late,High
4,5,3,5,5191,B,ship,medium,male,late,High
4,1,2,33,3269,D,road,high,male,on_time,Low
2,1,5,9,1548,A,road,low,female,on_time,Low
4,3,8,4,4686,B,ship,low,male,late,High
3,3,3,7,4816,C,ship,low,male,on_time,High
2,4,3,6,4427,C,flight,high,male,on_time,High
5,2,4,7,4424,F,ship,medium,female,late,High
5,2,6,5,5195,A,ship,medium,female,on_time,High
4,4,3,2,4279,F,flight,low,female,on_time,High
5,5,3,10,5121,C,flight,medium,female,on_time,High
3,5,2,6,5804,A,ship,medium,male,late,High
3,4,2,14,3528,B,flight,medium,male,on_time,Low
3,4,4,10,4415,F,ship,low,male,late,High
2,2,6,63,1279,F,road,medium,female,on_time,Low
5,2,6,2,1852,B,ship,medium,female,on_time,Low
4,5,3,5,5584,A,flight,low,female,late,High
2,5,10,8,5472,F,flight,high,male,late,High
3,2,4,1,5210,F,ship,medium,male,on_time,High
5,4,5,5,4782,D,flight,low,female,late,High
3,3,2,6,5101,C,ship,low,male,late,High
4,3,2,12,1092,F,flight,low,female,on_time,Low
7,2,4,5,1210,D,ship,medium,male,late,Low
4,3,5,6,1367,F,ship,low,male,on_time,Low
3,1,4,58,1751,A,road,low,female,on_time,Low
4,2,2,23,2533,F,flight,low,female,on_time,Low
3,3,2,42,1763,F,ship,low,female,on_time,Low
3,1,2,44,3688,B,ship,low,male,on_time,High
4,4,3,3,4422,D,flight,medium,male,on_time,High
5,3,4,2,1437,D,ship,low,male,late,Low
3,1,2,7,4375,A,flight,low,female,late,High
4,3,5,4,4666,C,ship,low,male,on_time,High
5,1,3,10,5289,A,ship,low,male,late,High
2,4,3,8,5668,D,ship,medium,female,on_time,High
3,5,2,7,4619,C,road,low,female,late,High
4,2,3,3,5130,D,ship,low,female,late,High
4,2,2,3,5607,D,road,medium,male,late,High
3,3,2,52,3236,F,road,medium,female,on_time,Low
4,2,3,7,4381,B,ship,medium,male,on_time,High
2,3,2,45,1965,C,ship,low,male,on_time,Low
5,1,5,49,3187,D,ship,medium,female,on_time,Low
4,1,3,4,4789,F,ship,medium,female,late,High
4,1,3,6,4472,C,ship,medium,female,late,High
4,2,5,5,1900,A,ship,medium,male,late,Low
3,2,2,5,3443,F,ship,low,female,on_time,Low
6,2,4,3,1665,A,ship,medium,female,late,Low
2,1,2,5,4163,F,ship,low,female,on_time,High
5,2,3,51,3402,A,ship,low,female,on_time,Low
5,5,6,2,4995,A,flight,medium,female,on_time,High
5,1,5,4,1257,D,ship,low,male,late,Low
4,3,5,2,1442,F,road,low,female,late,Low
4,2,5,4,1223,F,ship,low,female,on_time,Low
4,3,4,4,5161,C,road,low,male,late,High
4,3,3,46,2344,C,flight,low,female,on_time,Low
4,1,3,3,4896,D,ship,low,male,late,High
3,1,3,38,1829,D,road,low,female,on_time,Low
5,3,3,1,4186,F,road,medium,male,on_time,High
3,3,3,8,4549,B,ship,medium,female,late,High
3,1,3,42,3698,A,road,medium,male,on_time,High
3,5,3,10,5585,F,road,medium,female,late,High
